id,Name,MedianIncomeDollars
0500000US17071,"Henderson County, Illinois",52712
0500000US17073,"Henry County, Illinois",57250
0500000US17075,"Iroquois County, Illinois",51825
0500000US17077,"Jackson County, Illinois",37802
0500000US17079,"Jasper County, Illinois",54951
0500000US17081,"Jefferson County, Illinois",47617
0500000US17083,"Jersey County, Illinois",56747
0500000US17085,"Jo Daviess County, Illinois",57083
0500000US17087,"Johnson County, Illinois",50923
0500000US17089,"Kane County, Illinois",76912
0500000US17091,"Kankakee County, Illinois",57981
0500000US17093,"Kendall County, Illinois",91764
0500000US17095,"Knox County, Illinois",43709
0500000US17097,"Lake County, Illinois",86244
0500000US17099,"LaSalle County, Illinois",56243
0500000US17101,"Lawrence County, Illinois",45654
0500000US17103,"Lee County, Illinois",57901
0500000US17105,"Livingston County, Illinois",56200
0500000US17107,"Logan County, Illinois",57899
0500000US17109,"McDonough County, Illinois",43724
0500000US17111,"McHenry County, Illinois",84803
0500000US17113,"McLean County, Illinois",65813
0500000US17115,"Macon County, Illinois",50444
0500000US17117,"Macoupin County, Illinois",53778
0500000US17119,"Madison County, Illinois",57890
0500000US17121,"Marion County, Illinois",46102
0500000US17123,"Marshall County, Illinois",55901
0500000US17125,"Mason County, Illinois",45596
0500000US17127,"Massac County, Illinois",42604
0500000US17129,"Menard County, Illinois",69102
0500000US17131,"Mercer County, Illinois",58011
0500000US17133,"Monroe County, Illinois",81268
0500000US17135,"Montgomery County, Illinois",50304
0500000US17137,"Morgan County, Illinois",48508
0500000US17139,"Moultrie County, Illinois",59623
0500000US17141,"Ogle County, Illinois",59707
0500000US17143,"Peoria County, Illinois",54770
0500000US17145,"Perry County, Illinois",48298
0500000US17147,"Piatt County, Illinois",69271
0500000US17149,"Pike County, Illinois",42664
0500000US17151,"Pope County, Illinois",40671
0500000US17153,"Pulaski County, Illinois",33799
0500000US17155,"Putnam County, Illinois",65034
0500000US17157,"Randolph County, Illinois",52107
0500000US17159,"Richland County, Illinois",48724
0500000US17161,"Rock Island County, Illinois",52630
0500000US17163,"St. Clair County, Illinois",53681
0500000US17165,"Saline County, Illinois",41167
0500000US17167,"Sangamon County, Illinois",60466
0500000US17169,"Schuyler County, Illinois",46151
0500000US17171,"Scott County, Illinois",53973
0500000US17173,"Shelby County, Illinois",51157
0500000US17175,"Stark County, Illinois",52260
0500000US17177,"Stephenson County, Illinois",48016
0500000US17179,"Tazewell County, Illinois",62342
0500000US17181,"Union County, Illinois",49182
0500000US17183,"Vermilion County, Illinois",45384
0500000US17185,"Wabash County, Illinois",51432
0500000US17187,"Warren County, Illinois",49607
0500000US17189,"Washington County, Illinois",59469
0500000US17191,"Wayne County, Illinois",49764
0500000US17193,"White County, Illinois",47773
0500000US17195,"Whiteside County, Illinois",53828
0500000US17197,"Will County, Illinois",83504
0500000US17199,"Williamson County, Illinois",49053
0500000US17201,"Winnebago County, Illinois",52743
0500000US17203,"Woodford County, Illinois",71867
0500000US18001,"Adams County, Indiana",51713
0500000US18003,"Allen County, Indiana",53402
0500000US18005,"Bartholomew County, Indiana",59045
0500000US18007,"Benton County, Indiana",46188
0500000US18009,"Blackford County, Indiana",42217
0500000US18011,"Boone County, Indiana",80567
0500000US18013,"Brown County, Indiana",61455
0500000US18015,"Carroll County, Indiana",56429
0500000US18017,"Cass County, Indiana",47545
0500000US18019,"Clark County, Indiana",54240
0500000US18021,"Clay County, Indiana",53021
0500000US18023,"Clinton County, Indiana",52488
0500000US18025,"Crawford County, Indiana",43875
0500000US18027,"Daviess County, Indiana",51032
0500000US18029,"Dearborn County, Indiana",65096
0500000US18031,"Decatur County, Indiana",54622
0500000US18033,"DeKalb County, Indiana",53808
0500000US18035,"Delaware County, Indiana",42705
0500000US18037,"Dubois County, Indiana",58994
0500000US18039,"Elkhart County, Indiana",55399
0500000US18041,"Fayette County, Indiana",43317
0500000US18043,"Floyd County, Indiana",61754
0500000US18045,"Fountain County, Indiana",49887
0500000US18047,"Franklin County, Indiana",58382
0500000US18049,"Fulton County, Indiana",49333
0500000US18051,"Gibson County, Indiana",52620
0500000US18053,"Grant County, Indiana",42593
0500000US18055,"Greene County, Indiana",49177
0500000US18057,"Hamilton County, Indiana",94644
0500000US18059,"Hancock County, Indiana",73142
0500000US18061,"Harrison County, Indiana",57132
0500000US18063,"Hendricks County, Indiana",78355
0500000US18065,"Henry County, Indiana",48235
0500000US18067,"Howard County, Indiana",50869
0500000US18069,"Huntington County, Indiana",52208
0500000US18071,"Jackson County, Indiana",49506
0500000US18073,"Jasper County, Indiana",59574
0500000US18075,"Jay County, Indiana",44772
0500000US18077,"Jefferson County, Indiana",51119
0500000US18079,"Jennings County, Indiana",49801
0500000US18081,"Johnson County, Indiana",68712
0500000US18083,"Knox County, Indiana",46457
0500000US18085,"Kosciusko County, Indiana",58402
0500000US18087,"LaGrange County, Indiana",60675
0500000US18089,"Lake County, Indiana",54249
0500000US18091,"LaPorte County, Indiana",51101
0500000US18093,"Lawrence County, Indiana",52092
0500000US18095,"Madison County, Indiana",47436
0500000US18097,"Marion County, Indiana",46692
0500000US18099,"Marshall County, Indiana",54229
0500000US18101,"Martin County, Indiana",51224
0500000US18103,"Miami County, Indiana",47460
0500000US18105,"Monroe County, Indiana",47075
0500000US18107,"Montgomery County, Indiana",53610
0500000US18109,"Morgan County, Indiana",62462
0500000US18111,"Newton County, Indiana",53146
0500000US18113,"Noble County, Indiana",55033
0500000US18115,"Ohio County, Indiana",61148
0500000US18117,"Orange County, Indiana",45341
0500000US18119,"Owen County, Indiana",48667
0500000US18121,"Parke County, Indiana",48788
0500000US18123,"Perry County, Indiana",51064
0500000US18125,"Pike County, Indiana",52527
0500000US18127,"Porter County, Indiana",68044
0500000US18129,"Posey County, Indiana",62583
0500000US18131,"Pulaski County, Indiana",48370
0500000US18133,"Putnam County, Indiana",56169
0500000US18135,"Randolph County, Indiana",45601
0500000US18137,"Ripley County, Indiana",56295
0500000US18139,"Rush County, Indiana",50535
0500000US18141,"St. Joseph County, Indiana",50938
0500000US18143,"Scott County, Indiana",47123
0500000US18145,"Shelby County, Indiana",59214
0500000US18147,"Spencer County, Indiana",56998
0500000US18149,"Starke County, Indiana",48895
0500000US18151,"Steuben County, Indiana",56101
0500000US18153,"Sullivan County, Indiana",46517
0500000US18155,"Switzerland County, Indiana",47929
0500000US18157,"Tippecanoe County, Indiana",51844
0500000US18159,"Tipton County, Indiana",55479
0500000US18161,"Union County, Indiana",48227
0500000US18163,"Vanderburgh County, Indiana",46943
0500000US18165,"Vermillion County, Indiana",48377
0500000US18167,"Vigo County, Indiana",43859
0500000US18169,"Wabash County, Indiana",50637
0500000US18171,"Warren County, Indiana",61148
0500000US18173,"Warrick County, Indiana",70648
0500000US18175,"Washington County, Indiana",47078
0500000US18177,"Wayne County, Indiana",44228
0500000US18179,"Wells County, Indiana",56265
0500000US18181,"White County, Indiana",55086
0500000US18183,"Whitley County, Indiana",61153
0500000US19001,"Adair County, Iowa",51859
0500000US19003,"Adams County, Iowa",49229
0500000US19005,"Allamakee County, Iowa",51057
0500000US19007,"Appanoose County, Iowa",41111
0500000US19009,"Audubon County, Iowa",50397
0500000US19011,"Benton County, Iowa",65475
0500000US19013,"Black Hawk County, Iowa",52688
0500000US19015,"Boone County, Iowa",61111
0500000US19017,"Bremer County, Iowa",68023
0500000US19019,"Buchanan County, Iowa",61409
0500000US19021,"Buena Vista County, Iowa",54556
0500000US19023,"Butler County, Iowa",55999
0500000US19025,"Calhoun County, Iowa",50800
0500000US19027,"Carroll County, Iowa",57674
0500000US19029,"Cass County, Iowa",48178
0500000US19031,"Cedar County, Iowa",65791
0500000US19033,"Cerro Gordo County, Iowa",52902
0500000US19035,"Cherokee County, Iowa",54658
0500000US19037,"Chickasaw County, Iowa",55385
0500000US19039,"Clarke County, Iowa",51571
0500000US19041,"Clay County, Iowa",47874
0500000US19043,"Clayton County, Iowa",52828
0500000US19045,"Clinton County, Iowa",50156
0500000US19047,"Crawford County, Iowa",53609
0500000US19049,"Dallas County, Iowa",84790
0500000US19051,"Davis County, Iowa",58464
0500000US19053,"Decatur County, Iowa",42614
0500000US19055,"Delaware County, Iowa",61179
0500000US19057,"Des Moines County, Iowa",49977
0500000US19059,"Dickinson County, Iowa",58099
0500000US19061,"Dubuque County, Iowa",61321
0500000US19063,"Emmet County, Iowa",48542
0500000US19065,"Fayette County, Iowa",50015
0500000US19067,"Floyd County, Iowa",48110
0500000US19069,"Franklin County, Iowa",53742
0500000US19071,"Fremont County, Iowa",54281
0500000US19073,"Greene County, Iowa",54050
0500000US19075,"Grundy County, Iowa",66965
0500000US19077,"Guthrie County, Iowa",57075
0500000US19079,"Hamilton County, Iowa",56273
0500000US19081,"Hancock County, Iowa",61167
0500000US19083,"Hardin County, Iowa",53872
0500000US19085,"Harrison County, Iowa",60063
0500000US19087,"Henry County, Iowa",52428
0500000US19089,"Howard County, Iowa",52742
0500000US19091,"Humboldt County, Iowa",52219
0500000US19093,"Ida County, Iowa",55969
0500000US19095,"Iowa County, Iowa",58570
0500000US19097,"Jackson County, Iowa",54070
0500000US19099,"Jasper County, Iowa",55727
0500000US19101,"Jefferson County, Iowa",43378
0500000US19103,"Johnson County, Iowa",61640
0500000US19105,"Jones County, Iowa",56012
0500000US19107,"Keokuk County, Iowa",51043
0500000US19109,"Kossuth County, Iowa",54146
0500000US19111,"Lee County, Iowa",48571
0500000US19113,"Linn County, Iowa",64862
0500000US19115,"Louisa County, Iowa",53943
0500000US19117,"Lucas County, Iowa",50206
0500000US19119,"Lyon County, Iowa",64352
0500000US19121,"Madison County, Iowa",64512
0500000US19123,"Mahaska County, Iowa",52950
0500000US19125,"Marion County, Iowa",58492
0500000US19127,"Marshall County, Iowa",54027
0500000US19129,"Mills County, Iowa",69177
0500000US19131,"Mitchell County, Iowa",55553
0500000US19133,"Monona County, Iowa",45252
0500000US19135,"Monroe County, Iowa",49549
0500000US19137,"Montgomery County, Iowa",47648
0500000US19139,"Muscatine County, Iowa",57348
0500000US19141,"O'Brien County, Iowa",53045
0500000US19143,"Osceola County, Iowa",58125
0500000US19145,"Page County, Iowa",49974
0500000US19147,"Palo Alto County, Iowa",52462
0500000US19149,"Plymouth County, Iowa",64296
0500000US19151,"Pocahontas County, Iowa",49877
0500000US19153,"Polk County, Iowa",66044
0500000US19155,"Pottawattamie County, Iowa",57467
0500000US19157,"Poweshiek County, Iowa",53520
0500000US19159,"Ringgold County, Iowa",52005
0500000US19161,"Sac County, Iowa",54958
0500000US19163,"Scott County, Iowa",58803
0500000US19165,"Shelby County, Iowa",55489
0500000US19167,"Sioux County, Iowa",67178
0500000US19169,"Story County, Iowa",54554
0500000US19171,"Tama County, Iowa",55898
0500000US19173,"Taylor County, Iowa",48717
0500000US19175,"Union County, Iowa",47518
0500000US19177,"Van Buren County, Iowa",47083
0500000US19179,"Wapello County, Iowa",45233
0500000US19181,"Warren County, Iowa",74383
0500000US19183,"Washington County, Iowa",61769
0500000US19185,"Wayne County, Iowa",45017
0500000US19187,"Webster County, Iowa",44261
0500000US19189,"Winnebago County, Iowa",51002
0500000US19191,"Winneshiek County, Iowa",62820
0500000US19193,"Woodbury County, Iowa",55483
0500000US19195,"Worth County, Iowa",54329
0500000US19197,"Wright County, Iowa",50198
0500000US20001,"Allen County, Kansas",42679
0500000US20003,"Anderson County, Kansas",46274
0500000US20005,"Atchison County, Kansas",48667
0500000US20007,"Barber County, Kansas",50613
0500000US20009,"Barton County, Kansas",50198
0500000US20011,"Bourbon County, Kansas",40733
0500000US20013,"Brown County, Kansas",48547
0500000US20015,"Butler County, Kansas",63272
0500000US20017,"Chase County, Kansas",46295
0500000US20019,"Chautauqua County, Kansas",38690
0500000US20021,"Cherokee County, Kansas",41103
0500000US20023,"Cheyenne County, Kansas",46833
0500000US20025,"Clark County, Kansas",50368
0500000US20027,"Clay County, Kansas",56186
0500000US20029,"Cloud County, Kansas",44143
0500000US20031,"Coffey County, Kansas",58636
0500000US20033,"Comanche County, Kansas",56912
0500000US20035,"Cowley County, Kansas",48087
0500000US20037,"Crawford County, Kansas",40174
0500000US20039,"Decatur County, Kansas",44104
0500000US20041,"Dickinson County, Kansas",48167
0500000US20043,"Doniphan County, Kansas",49338
0500000US20045,"Douglas County, Kansas",55832
0500000US20047,"Edwards County, Kansas",49293
0500000US20049,"Elk County, Kansas",38494
0500000US20051,"Ellis County, Kansas",52700
0500000US20053,"Ellsworth County, Kansas",48188
0500000US20055,"Finney County, Kansas",56573
0500000US20057,"Ford County, Kansas",53072
0500000US20059,"Franklin County, Kansas",55486
0500000US20061,"Geary County, Kansas",49185
0500000US20063,"Gove County, Kansas",48894
0500000US20065,"Graham County, Kansas",40769
0500000US20067,"Grant County, Kansas",55455
0500000US20069,"Gray County, Kansas",64426
0500000US20071,"Greeley County, Kansas",51250
0500000US20073,"Greenwood County, Kansas",42595
0500000US20075,"Hamilton County, Kansas",45000
0500000US20077,"Harper County, Kansas",49455
0500000US20079,"Harvey County, Kansas",56051
0500000US20081,"Haskell County, Kansas",53527
0500000US20083,"Hodgeman County, Kansas",53854
0500000US20085,"Jackson County, Kansas",55904
0500000US20087,"Jefferson County, Kansas",61793
0500000US20089,"Jewell County, Kansas",42552
0500000US20091,"Johnson County, Kansas",84915
0500000US20093,"Kearny County, Kansas",51314
0500000US20095,"Kingman County, Kansas",58483
0500000US20097,"Kiowa County, Kansas",51336
0500000US20099,"Labette County, Kansas",47668
0500000US20101,"Lane County, Kansas",51719
0500000US20103,"Leavenworth County, Kansas",71184
0500000US20105,"Lincoln County, Kansas",46196
0500000US20107,"Linn County, Kansas",43699
0500000US20109,"Logan County, Kansas",51597
0500000US20111,"Lyon County, Kansas",44191
0500000US20113,"McPherson County, Kansas",57765
0500000US20115,"Marion County, Kansas",51262
0500000US20117,"Marshall County, Kansas",50234
0500000US20119,"Meade County, Kansas",55568
0500000US20121,"Miami County, Kansas",69150
0500000US20123,"Mitchell County, Kansas",45221
0500000US20125,"Montgomery County, Kansas",45173
0500000US20127,"Morris County, Kansas",50352
0500000US20129,"Morton County, Kansas",43925
0500000US20131,"Nemaha County, Kansas",58644
0500000US20133,"Neosho County, Kansas",44294
0500000US20135,"Ness County, Kansas",51033
0500000US20137,"Norton County, Kansas",49891
0500000US20139,"Osage County, Kansas",55036
0500000US20141,"Osborne County, Kansas",48355
0500000US20143,"Ottawa County, Kansas",51971
0500000US20145,"Pawnee County, Kansas",42853
0500000US20147,"Phillips County, Kansas",48272
0500000US20149,"Pottawatomie County, Kansas",64657
0500000US20151,"Pratt County, Kansas",54029
0500000US20153,"Rawlins County, Kansas",48125
0500000US20155,"Reno County, Kansas",49174
0500000US20157,"Republic County, Kansas",48022
0500000US20159,"Rice County, Kansas",50764
0500000US20161,"Riley County, Kansas",49910
0500000US20163,"Rooks County, Kansas",50511
0500000US20165,"Rush County, Kansas",40598
0500000US20167,"Russell County, Kansas",52806
0500000US20169,"Saline County, Kansas",50515
0500000US20171,"Scott County, Kansas",71394
0500000US20173,"Sedgwick County, Kansas",54974
0500000US20175,"Seward County, Kansas",47025
0500000US20177,"Shawnee County, Kansas",55199
0500000US20179,"Sheridan County, Kansas",56071
0500000US20181,"Sherman County, Kansas",52847
0500000US20183,"Smith County, Kansas",43438
0500000US20185,"Stafford County, Kansas",48563
0500000US20187,"Stanton County, Kansas",46726
0500000US20189,"Stevens County, Kansas",56507
0500000US20191,"Sumner County, Kansas",54915
0500000US20193,"Thomas County, Kansas",57478
0500000US20195,"Trego County, Kansas",56810
0500000US20197,"Wabaunsee County, Kansas",60450
0500000US20199,"Wallace County, Kansas",58875
0500000US20201,"Washington County, Kansas",48889
0500000US20203,"Wichita County, Kansas",57566
0500000US20205,"Wilson County, Kansas",46208
0500000US20207,"Woodson County, Kansas",34621
0500000US20209,"Wyandotte County, Kansas",44873
0500000US21001,"Adair County, Kentucky",39346
0500000US21003,"Allen County, Kentucky",40893
0500000US21005,"Anderson County, Kentucky",54160
0500000US21007,"Ballard County, Kentucky",44350
0500000US21009,"Barren County, Kentucky",40216
0500000US21011,"Bath County, Kentucky",40837
0500000US21013,"Bell County, Kentucky",24628
0500000US21015,"Boone County, Kentucky",75043
0500000US21017,"Bourbon County, Kentucky",51462
0500000US21019,"Boyd County, Kentucky",46165
0500000US21021,"Boyle County, Kentucky",43274
0500000US21023,"Bracken County, Kentucky",45827
0500000US21025,"Breathitt County, Kentucky",26376
0500000US21027,"Breckinridge County, Kentucky",48189
0500000US21029,"Bullitt County, Kentucky",60534
0500000US21031,"Butler County, Kentucky",40061
0500000US21033,"Caldwell County, Kentucky",44940
0500000US21035,"Calloway County, Kentucky",40219
0500000US21037,"Campbell County, Kentucky",59782
0500000US21039,"Carlisle County, Kentucky",39664
0500000US21041,"Carroll County, Kentucky",43258
0500000US21043,"Carter County, Kentucky",33067
0500000US21045,"Casey County, Kentucky",34457
0500000US21047,"Christian County, Kentucky",41235
0500000US21049,"Clark County, Kentucky",52938
0500000US21051,"Clay County, Kentucky",26250
0500000US21053,"Clinton County, Kentucky",31115
0500000US21055,"Crittenden County, Kentucky",43169
0500000US21057,"Cumberland County, Kentucky",32906
0500000US21059,"Daviess County, Kentucky",49836
0500000US21061,"Edmonson County, Kentucky",41360
0500000US21063,"Elliott County, Kentucky",33377
0500000US21065,"Estill County, Kentucky",31337
0500000US21067,"Fayette County, Kentucky",54918
0500000US21069,"Fleming County, Kentucky",42213
0500000US21071,"Floyd County, Kentucky",31267
0500000US21073,"Franklin County, Kentucky",55068
0500000US21075,"Fulton County, Kentucky",28559
0500000US21077,"Gallatin County, Kentucky",50204
0500000US21079,"Garrard County, Kentucky",49888
0500000US21081,"Grant County, Kentucky",45610
0500000US21083,"Graves County, Kentucky",41615
0500000US21085,"Grayson County, Kentucky",37906
0500000US21087,"Green County, Kentucky",37374
0500000US21089,"Greenup County, Kentucky",49343
0500000US21091,"Hancock County, Kentucky",52019
0500000US21093,"Hardin County, Kentucky",53168
0500000US21095,"Harlan County, Kentucky",26324
0500000US21097,"Harrison County, Kentucky",49696
0500000US21099,"Hart County, Kentucky",37795
0500000US21101,"Henderson County, Kentucky",45389
0500000US21103,"Henry County, Kentucky",51447
0500000US21105,"Hickman County, Kentucky",40463
0500000US21107,"Hopkins County, Kentucky",45738
0500000US21109,"Jackson County, Kentucky",32143
0500000US21111,"Jefferson County, Kentucky",54357
0500000US21113,"Jessamine County, Kentucky",56728
0500000US21115,"Johnson County, Kentucky",37559
0500000US21117,"Kenton County, Kentucky",61606
0500000US21119,"Knott County, Kentucky",29326
0500000US21121,"Knox County, Kentucky",28790
0500000US21123,"Larue County, Kentucky",41779
0500000US21125,"Laurel County, Kentucky",39230
0500000US21127,"Lawrence County, Kentucky",31813
0500000US21129,"Lee County, Kentucky",23972
0500000US21131,"Leslie County, Kentucky",30798
0500000US21133,"Letcher County, Kentucky",29856
0500000US21135,"Lewis County, Kentucky",31096
0500000US21137,"Lincoln County, Kentucky",39833
0500000US21139,"Livingston County, Kentucky",46076
0500000US21141,"Logan County, Kentucky",43842
0500000US21143,"Lyon County, Kentucky",50097
0500000US21145,"McCracken County, Kentucky",44486
0500000US21147,"McCreary County, Kentucky",23273
0500000US21149,"McLean County, Kentucky",50445
0500000US21151,"Madison County, Kentucky",48687
0500000US21153,"Magoffin County, Kentucky",29516
0500000US21155,"Marion County, Kentucky",38544
0500000US21157,"Marshall County, Kentucky",50731
0500000US21159,"Martin County, Kentucky",35125
0500000US21161,"Mason County, Kentucky",41415
0500000US21163,"Meade County, Kentucky",57963
0500000US21165,"Menifee County, Kentucky",39905
0500000US21167,"Mercer County, Kentucky",50475
0500000US21169,"Metcalfe County, Kentucky",35809
0500000US21171,"Monroe County, Kentucky",34167
0500000US21173,"Montgomery County, Kentucky",41974
0500000US21175,"Morgan County, Kentucky",34419
0500000US21177,"Muhlenberg County, Kentucky",43110
0500000US21179,"Nelson County, Kentucky",57469
0500000US21181,"Nicholas County, Kentucky",41354
0500000US21183,"Ohio County, Kentucky",42826
0500000US21185,"Oldham County, Kentucky",97597
0500000US21187,"Owen County, Kentucky",45338
0500000US21189,"Owsley County, Kentucky",25530
0500000US21191,"Pendleton County, Kentucky",52620
0500000US21193,"Perry County, Kentucky",31046
0500000US21195,"Pike County, Kentucky",34081
0500000US21197,"Powell County, Kentucky",36958
0500000US21199,"Pulaski County, Kentucky",37921
0500000US21201,"Robertson County, Kentucky",38864
0500000US21203,"Rockcastle County, Kentucky",36468
0500000US21205,"Rowan County, Kentucky",37639
0500000US21207,"Russell County, Kentucky",36159
0500000US21209,"Scott County, Kentucky",66966
0500000US21211,"Shelby County, Kentucky",64240
0500000US21213,"Simpson County, Kentucky",48311
0500000US21215,"Spencer County, Kentucky",77738
0500000US21217,"Taylor County, Kentucky",39055
0500000US21219,"Todd County, Kentucky",41865
0500000US21221,"Trigg County, Kentucky",52279
0500000US21223,"Trimble County, Kentucky",47470
0500000US21225,"Union County, Kentucky",42844
0500000US21227,"Warren County, Kentucky",52007
0500000US21229,"Washington County, Kentucky",50794
0500000US21231,"Wayne County, Kentucky",34039
0500000US21233,"Webster County, Kentucky",40947
0500000US21235,"Whitley County, Kentucky",36897
0500000US21237,"Wolfe County, Kentucky",22458
0500000US21239,"Woodford County, Kentucky",62629
0500000US22001,"Acadia Parish, Louisiana",41177
0500000US22003,"Allen Parish, Louisiana",41009
0500000US22005,"Ascension Parish, Louisiana",76589
0500000US22007,"Assumption Parish, Louisiana",44744
0500000US22009,"Avoyelles Parish, Louisiana",38077
0500000US22011,"Beauregard Parish, Louisiana",50738
0500000US22013,"Bienville Parish, Louisiana",30300
0500000US22015,"Bossier Parish, Louisiana",53806
0500000US22017,"Caddo Parish, Louisiana",40866
0500000US22019,"Calcasieu Parish, Louisiana",49452
0500000US22021,"Caldwell Parish, Louisiana",32174
0500000US22023,"Cameron Parish, Louisiana",55000
0500000US22025,"Catahoula Parish, Louisiana",38854
0500000US22027,"Claiborne Parish, Louisiana",27303
0500000US22029,"Concordia Parish, Louisiana",31813
0500000US22031,"De Soto Parish, Louisiana",44230
0500000US22033,"East Baton Rouge Parish, Louisiana",52719
0500000US22035,"East Carroll Parish, Louisiana",21161
0500000US22037,"East Feliciana Parish, Louisiana",48129
0500000US22039,"Evangeline Parish, Louisiana",32180
0500000US22041,"Franklin Parish, Louisiana",35466
0500000US22043,"Grant Parish, Louisiana",40792
0500000US22045,"Iberia Parish, Louisiana",45274
0500000US22047,"Iberville Parish, Louisiana",47797
0500000US22049,"Jackson Parish, Louisiana",38523
0500000US22051,"Jefferson Parish, Louisiana",52558
0500000US22053,"Jefferson Davis Parish, Louisiana",39653
0500000US22055,"Lafayette Parish, Louisiana",54726
0500000US22057,"Lafourche Parish, Louisiana",53089
0500000US22059,"LaSalle Parish, Louisiana",36868
0500000US22061,"Lincoln Parish, Louisiana",34154
0500000US22063,"Livingston Parish, Louisiana",63159
0500000US22065,"Madison Parish, Louisiana",27810
0500000US22067,"Morehouse Parish, Louisiana",33333
0500000US22069,"Natchitoches Parish, Louisiana",27795
0500000US22071,"Orleans Parish, Louisiana",39576
0500000US22073,"Ouachita Parish, Louisiana",41314
0500000US22075,"Plaquemines Parish, Louisiana",52386
0500000US22077,"Pointe Coupee Parish, Louisiana",44269
0500000US22079,"Rapides Parish, Louisiana",44852
0500000US22081,"Red River Parish, Louisiana",33446
0500000US22083,"Richland Parish, Louisiana",34422
0500000US22085,"Sabine Parish, Louisiana",39465
0500000US22087,"St. Bernard Parish, Louisiana",46011
0500000US22089,"St. Charles Parish, Louisiana",66620
0500000US22091,"St. Helena Parish, Louisiana",39895
0500000US22093,"St. James Parish, Louisiana",50661
0500000US22095,"St. John the Baptist Parish, Louisiana",54821
0500000US22097,"St. Landry Parish, Louisiana",33288
0500000US22099,"St. Martin Parish, Louisiana",47974
0500000US22101,"St. Mary Parish, Louisiana",40485
0500000US22103,"St. Tammany Parish, Louisiana",67706
0500000US22105,"Tangipahoa Parish, Louisiana",46297
0500000US22107,"Tensas Parish, Louisiana",23870
0500000US22109,"Terrebonne Parish, Louisiana",48866
0500000US22111,"Union Parish, Louisiana",43083
0500000US22113,"Vermilion Parish, Louisiana",50690
0500000US22115,"Vernon Parish, Louisiana",47772
0500000US22117,"Washington Parish, Louisiana",34985
0500000US22119,"Webster Parish, Louisiana",30358
0500000US22121,"West Baton Rouge Parish, Louisiana",60908
0500000US22123,"West Carroll Parish, Louisiana",36528
0500000US22125,"West Feliciana Parish, Louisiana",55510
0500000US22127,"Winn Parish, Louisiana",35398
0500000US23001,"Androscoggin County, Maine",51412
0500000US23003,"Aroostook County, Maine",39824
0500000US23005,"Cumberland County, Maine",69708
0500000US23007,"Franklin County, Maine",48053
0500000US23009,"Hancock County, Maine",53068
0500000US23011,"Kennebec County, Maine",52929
0500000US23013,"Knox County, Maine",55402
0500000US23015,"Lincoln County, Maine",55180
0500000US23017,"Oxford County, Maine",47275
0500000US23019,"Penobscot County, Maine",49374
0500000US23021,"Piscataquis County, Maine",39470
0500000US23023,"Sagadahoc County, Maine",62131
0500000US23025,"Somerset County, Maine",42491
0500000US23027,"Waldo County, Maine",51564
0500000US23029,"Washington County, Maine",41384
0500000US23031,"York County, Maine",65538
0500000US24001,"Allegany County, Maryland",44065
0500000US24003,"Anne Arundel County, Maryland",97810
0500000US24005,"Baltimore County, Maryland",74127
0500000US24009,"Calvert County, Maryland",104301
0500000US24011,"Caroline County, Maryland",54956
0500000US24013,"Carroll County, Maryland",93363
0500000US24015,"Cecil County, Maryland",72845
0500000US24017,"Charles County, Maryland",95924
0500000US24019,"Dorchester County, Maryland",52145
0500000US24021,"Frederick County, Maryland",91999
0500000US24023,"Garrett County, Maryland",49619
0500000US24025,"Harford County, Maryland",85942
0500000US24027,"Howard County, Maryland",117730
0500000US24029,"Kent County, Maryland",56009
0500000US24031,"Montgomery County, Maryland",106287
0500000US24033,"Prince George's County, Maryland",81969
0500000US24035,"Queen Anne's County, Maryland",92167
0500000US24037,"St. Mary's County, Maryland",90438
0500000US24039,"Somerset County, Maryland",42165
0500000US24041,"Talbot County, Maryland",67204
0500000US24043,"Washington County, Maryland",59719
0500000US24045,"Wicomico County, Maryland",56608
0500000US24047,"Worcester County, Maryland",61145
0500000US24510,"Baltimore city, Maryland",48840
0500000US25001,"Barnstable County, Massachusetts",70621
0500000US25003,"Berkshire County, Massachusetts",56674
0500000US25005,"Bristol County, Massachusetts",66157
0500000US25007,"Dukes County, Massachusetts",71224
0500000US25009,"Essex County, Massachusetts",75878
0500000US25011,"Franklin County, Massachusetts",59522
0500000US25013,"Hampden County, Massachusetts",53403
0500000US25015,"Hampshire County, Massachusetts",67044
0500000US25017,"Middlesex County, Massachusetts",97012
0500000US25019,"Nantucket County, Massachusetts",105171
0500000US25021,"Norfolk County, Massachusetts",99511
0500000US25023,"Plymouth County, Massachusetts",85654
0500000US25025,"Suffolk County, Massachusetts",64582
0500000US25027,"Worcester County, Massachusetts",71895
0500000US26001,"Alcona County, Michigan",39735
0500000US26003,"Alger County, Michigan",46007
0500000US26005,"Allegan County, Michigan",59883
0500000US26007,"Alpena County, Michigan",41991
0500000US26009,"Antrim County, Michigan",52589
0500000US26011,"Arenac County, Michigan",40769
0500000US26013,"Baraga County, Michigan",42444
0500000US26015,"Barry County, Michigan",61016
0500000US26017,"Bay County, Michigan",48005
0500000US26019,"Benzie County, Michigan",56639
0500000US26021,"Berrien County, Michigan",49135
0500000US26023,"Branch County, Michigan",50536
0500000US26025,"Calhoun County, Michigan",47426
0500000US26027,"Cass County, Michigan",53571
0500000US26029,"Charlevoix County, Michigan",53207
0500000US26031,"Cheboygan County, Michigan",46161
0500000US26033,"Chippewa County, Michigan",44483
