id,Name,MedianIncomeDollars
0500000US26035,"Clare County, Michigan",37369
0500000US26037,"Clinton County, Michigan",67482
0500000US26039,"Crawford County, Michigan",47443
0500000US26041,"Delta County, Michigan",46490
0500000US26043,"Dickinson County, Michigan",48966
0500000US26045,"Eaton County, Michigan",62474
0500000US26047,"Emmet County, Michigan",54055
0500000US26049,"Genesee County, Michigan",47006
0500000US26051,"Gladwin County, Michigan",43290
0500000US26053,"Gogebic County, Michigan",38798
0500000US26055,"Grand Traverse County, Michigan",61485
0500000US26057,"Gratiot County, Michigan",44991
0500000US26059,"Hillsdale County, Michigan",48392
0500000US26061,"Houghton County, Michigan",42852
0500000US26063,"Huron County, Michigan",46320
0500000US26065,"Ingham County, Michigan",50940
0500000US26067,"Ionia County, Michigan",54343
0500000US26069,"Iosco County, Michigan",42102
0500000US26071,"Iron County, Michigan",38918
0500000US26073,"Isabella County, Michigan",44408
0500000US26075,"Jackson County, Michigan",51431
0500000US26077,"Kalamazoo County, Michigan",54431
0500000US26079,"Kalkaska County, Michigan",46004
0500000US26081,"Kent County, Michigan",60351
0500000US26083,"Keweenaw County, Michigan",49779
0500000US26085,"Lake County, Michigan",34631
0500000US26087,"Lapeer County, Michigan",58952
0500000US26089,"Leelanau County, Michigan",63831
0500000US26091,"Lenawee County, Michigan",53972
0500000US26093,"Livingston County, Michigan",80897
0500000US26095,"Luce County, Michigan",42255
0500000US26097,"Mackinac County, Michigan",46507
0500000US26099,"Macomb County, Michigan",60466
0500000US26101,"Manistee County, Michigan",47172
0500000US26103,"Marquette County, Michigan",50771
0500000US26105,"Mason County, Michigan",49663
0500000US26107,"Mecosta County, Michigan",44460
0500000US26109,"Menominee County, Michigan",45508
0500000US26111,"Midland County, Michigan",59271
0500000US26113,"Missaukee County, Michigan",44766
0500000US26115,"Monroe County, Michigan",61514
0500000US26117,"Montcalm County, Michigan",47000
0500000US26119,"Montmorency County, Michigan",42305
0500000US26121,"Muskegon County, Michigan",48329
0500000US26123,"Newaygo County, Michigan",46724
0500000US26125,"Oakland County, Michigan",76387
0500000US26127,"Oceana County, Michigan",46217
0500000US26129,"Ogemaw County, Michigan",40150
0500000US26131,"Ontonagon County, Michigan",38906
0500000US26133,"Osceola County, Michigan",42689
0500000US26135,"Oscoda County, Michigan",40255
0500000US26137,"Otsego County, Michigan",52645
0500000US26139,"Ottawa County, Michigan",67468
0500000US26141,"Presque Isle County, Michigan",46439
0500000US26143,"Roscommon County, Michigan",40302
0500000US26145,"Saginaw County, Michigan",46919
0500000US26147,"St. Clair County, Michigan",55240
0500000US26149,"St. Joseph County, Michigan",50117
0500000US26151,"Sanilac County, Michigan",45277
0500000US26153,"Schoolcraft County, Michigan",40747
0500000US26155,"Shiawassee County, Michigan",54742
0500000US26157,"Tuscola County, Michigan",47694
0500000US26159,"Van Buren County, Michigan",52351
0500000US26161,"Washtenaw County, Michigan",69434
0500000US26163,"Wayne County, Michigan",45321
0500000US26165,"Wexford County, Michigan",44166
0500000US27001,"Aitkin County, Minnesota",45989
0500000US27003,"Anoka County, Minnesota",79923
0500000US27005,"Becker County, Minnesota",59278
0500000US27007,"Beltrami County, Minnesota",47410
0500000US27009,"Benton County, Minnesota",56357
0500000US27011,"Big Stone County, Minnesota",51920
0500000US27013,"Blue Earth County, Minnesota",55861
0500000US27015,"Brown County, Minnesota",57728
0500000US27017,"Carlton County, Minnesota",60390
0500000US27019,"Carver County, Minnesota",97895
0500000US27021,"Cass County, Minnesota",50173
0500000US27023,"Chippewa County, Minnesota",54552
0500000US27025,"Chisago County, Minnesota",80409
0500000US27027,"Clay County, Minnesota",65000
0500000US27029,"Clearwater County, Minnesota",46291
0500000US27031,"Cook County, Minnesota",52271
0500000US27033,"Cottonwood County, Minnesota",53354
0500000US27035,"Crow Wing County, Minnesota",54508
0500000US27037,"Dakota County, Minnesota",83288
0500000US27039,"Dodge County, Minnesota",71669
0500000US27041,"Douglas County, Minnesota",60676
0500000US27043,"Faribault County, Minnesota",52286
0500000US27045,"Fillmore County, Minnesota",59451
0500000US27047,"Freeborn County, Minnesota",52447
0500000US27049,"Goodhue County, Minnesota",64765
0500000US27051,"Grant County, Minnesota",55912
0500000US27053,"Hennepin County, Minnesota",74113
0500000US27055,"Houston County, Minnesota",58729
0500000US27057,"Hubbard County, Minnesota",55472
0500000US27059,"Isanti County, Minnesota",72473
0500000US27061,"Itasca County, Minnesota",53022
0500000US27063,"Jackson County, Minnesota",57010
0500000US27065,"Kanabec County, Minnesota",53300
0500000US27067,"Kandiyohi County, Minnesota",59089
0500000US27069,"Kittson County, Minnesota",57112
0500000US27071,"Koochiching County, Minnesota",47129
0500000US27073,"Lac qui Parle County, Minnesota",52199
0500000US27075,"Lake County, Minnesota",59516
0500000US27077,"Lake of the Woods County, Minnesota",49068
0500000US27079,"Le Sueur County, Minnesota",67451
0500000US27081,"Lincoln County, Minnesota",52301
0500000US27083,"Lyon County, Minnesota",55525
0500000US27085,"McLeod County, Minnesota",61275
0500000US27087,"Mahnomen County, Minnesota",44537
0500000US27089,"Marshall County, Minnesota",58723
0500000US27091,"Martin County, Minnesota",53915
0500000US27093,"Meeker County, Minnesota",61856
0500000US27095,"Mille Lacs County, Minnesota",53888
0500000US27097,"Morrison County, Minnesota",54962
0500000US27099,"Mower County, Minnesota",53665
0500000US27101,"Murray County, Minnesota",57500
0500000US27103,"Nicollet County, Minnesota",65027
0500000US27105,"Nobles County, Minnesota",54149
0500000US27107,"Norman County, Minnesota",55206
0500000US27109,"Olmsted County, Minnesota",74880
0500000US27111,"Otter Tail County, Minnesota",57131
0500000US27113,"Pennington County, Minnesota",59036
0500000US27115,"Pine County, Minnesota",49138
0500000US27117,"Pipestone County, Minnesota",52309
0500000US27119,"Polk County, Minnesota",57151
0500000US27121,"Pope County, Minnesota",58132
0500000US27123,"Ramsey County, Minnesota",62304
0500000US27125,"Red Lake County, Minnesota",56588
0500000US27127,"Redwood County, Minnesota",53230
0500000US27129,"Renville County, Minnesota",57886
0500000US27131,"Rice County, Minnesota",65758
0500000US27133,"Rock County, Minnesota",59890
0500000US27135,"Roseau County, Minnesota",59644
0500000US27137,"St. Louis County, Minnesota",53344
0500000US27139,"Scott County, Minnesota",97744
0500000US27141,"Sherburne County, Minnesota",85818
0500000US27143,"Sibley County, Minnesota",62761
0500000US27145,"Stearns County, Minnesota",60606
0500000US27147,"Steele County, Minnesota",62731
0500000US27149,"Stevens County, Minnesota",58363
0500000US27151,"Swift County, Minnesota",48577
0500000US27153,"Todd County, Minnesota",52872
0500000US27155,"Traverse County, Minnesota",48784
0500000US27157,"Wabasha County, Minnesota",65138
0500000US27159,"Wadena County, Minnesota",45860
0500000US27161,"Waseca County, Minnesota",55612
0500000US27163,"Washington County, Minnesota",92376
0500000US27165,"Watonwan County, Minnesota",51097
0500000US27167,"Wilkin County, Minnesota",54935
0500000US27169,"Winona County, Minnesota",55529
0500000US27171,"Wright County, Minnesota",81881
0500000US27173,"Yellow Medicine County, Minnesota",56943
0500000US28001,"Adams County, Mississippi",29203
0500000US28003,"Alcorn County, Mississippi",40180
0500000US28005,"Amite County, Mississippi",31854
0500000US28007,"Attala County, Mississippi",34756
0500000US28009,"Benton County, Mississippi",35974
0500000US28011,"Bolivar County, Mississippi",29912
0500000US28013,"Calhoun County, Mississippi",36440
0500000US28015,"Carroll County, Mississippi",43060
0500000US28017,"Chickasaw County, Mississippi",35939
0500000US28019,"Choctaw County, Mississippi",37203
0500000US28021,"Claiborne County, Mississippi",26732
0500000US28023,"Clarke County, Mississippi",39246
0500000US28025,"Clay County, Mississippi",35121
0500000US28027,"Coahoma County, Mississippi",30009
0500000US28029,"Copiah County, Mississippi",40361
0500000US28031,"Covington County, Mississippi",35931
0500000US28033,"DeSoto County, Mississippi",65169
0500000US28035,"Forrest County, Mississippi",40675
0500000US28037,"Franklin County, Mississippi",40810
0500000US28039,"George County, Mississippi",48319
0500000US28041,"Greene County, Mississippi",49447
0500000US28043,"Grenada County, Mississippi",36877
0500000US28045,"Hancock County, Mississippi",47543
0500000US28047,"Harrison County, Mississippi",45566
0500000US28049,"Hinds County, Mississippi",43005
0500000US28051,"Holmes County, Mississippi",21093
0500000US28053,"Humphreys County, Mississippi",28507
0500000US28055,"Issaquena County, Mississippi",25776
0500000US28057,"Itawamba County, Mississippi",40510
0500000US28059,"Jackson County, Mississippi",51142
0500000US28061,"Jasper County, Mississippi",35931
0500000US28063,"Jefferson County, Mississippi",20188
0500000US28065,"Jefferson Davis County, Mississippi",30083
0500000US28067,"Jones County, Mississippi",41263
0500000US28069,"Kemper County, Mississippi",28176
0500000US28071,"Lafayette County, Mississippi",47132
0500000US28073,"Lamar County, Mississippi",58188
0500000US28075,"Lauderdale County, Mississippi",41704
0500000US28077,"Lawrence County, Mississippi",42290
0500000US28079,"Leake County, Mississippi",33482
0500000US28081,"Lee County, Mississippi",47978
0500000US28083,"Leflore County, Mississippi",26052
0500000US28085,"Lincoln County, Mississippi",40355
0500000US28087,"Lowndes County, Mississippi",45355
0500000US28089,"Madison County, Mississippi",71690
0500000US28091,"Marion County, Mississippi",31446
0500000US28093,"Marshall County, Mississippi",41572
0500000US28095,"Monroe County, Mississippi",40940
0500000US28097,"Montgomery County, Mississippi",33667
0500000US28099,"Neshoba County, Mississippi",36875
0500000US28101,"Newton County, Mississippi",33831
0500000US28103,"Noxubee County, Mississippi",36000
0500000US28105,"Oktibbeha County, Mississippi",38800
0500000US28107,"Panola County, Mississippi",36563
0500000US28109,"Pearl River County, Mississippi",45820
0500000US28111,"Perry County, Mississippi",39007
0500000US28113,"Pike County, Mississippi",30910
0500000US28115,"Pontotoc County, Mississippi",41379
0500000US28117,"Prentiss County, Mississippi",37519
0500000US28119,"Quitman County, Mississippi",25510
0500000US28121,"Rankin County, Mississippi",64557
0500000US28123,"Scott County, Mississippi",33735
0500000US28125,"Sharkey County, Mississippi",28799
0500000US28127,"Simpson County, Mississippi",37946
0500000US28129,"Smith County, Mississippi",41657
0500000US28131,"Stone County, Mississippi",44883
0500000US28133,"Sunflower County, Mississippi",30029
0500000US28135,"Tallahatchie County, Mississippi",30028
0500000US28137,"Tate County, Mississippi",51056
0500000US28139,"Tippah County, Mississippi",39839
0500000US28141,"Tishomingo County, Mississippi",37312
0500000US28143,"Tunica County, Mississippi",37822
0500000US28145,"Union County, Mississippi",41287
0500000US28147,"Walthall County, Mississippi",29804
0500000US28149,"Warren County, Mississippi",43039
0500000US28151,"Washington County, Mississippi",30834
0500000US28153,"Wayne County, Mississippi",37970
0500000US28155,"Webster County, Mississippi",40683
0500000US28157,"Wilkinson County, Mississippi",26599
0500000US28159,"Winston County, Mississippi",36214
0500000US28161,"Yalobusha County, Mississippi",41864
0500000US28163,"Yazoo County, Mississippi",31402
0500000US29001,"Adair County, Missouri",40046
0500000US29003,"Andrew County, Missouri",55683
0500000US29005,"Atchison County, Missouri",48385
0500000US29007,"Audrain County, Missouri",43761
0500000US29009,"Barry County, Missouri",41463
0500000US29011,"Barton County, Missouri",41625
0500000US29013,"Bates County, Missouri",46186
0500000US29015,"Benton County, Missouri",38028
0500000US29017,"Bollinger County, Missouri",42985
0500000US29019,"Boone County, Missouri",54043
0500000US29021,"Buchanan County, Missouri",50457
0500000US29023,"Butler County, Missouri",39058
0500000US29025,"Caldwell County, Missouri",48033
0500000US29027,"Callaway County, Missouri",55376
0500000US29029,"Camden County, Missouri",52087
0500000US29031,"Cape Girardeau County, Missouri",51730
0500000US29033,"Carroll County, Missouri",42149
0500000US29035,"Carter County, Missouri",39415
0500000US29037,"Cass County, Missouri",67659
0500000US29039,"Cedar County, Missouri",39412
0500000US29041,"Chariton County, Missouri",46992
0500000US29043,"Christian County, Missouri",57019
0500000US29045,"Clark County, Missouri",47955
0500000US29047,"Clay County, Missouri",68367
0500000US29049,"Clinton County, Missouri",58510
0500000US29051,"Cole County, Missouri",57587
0500000US29053,"Cooper County, Missouri",48750
0500000US29055,"Crawford County, Missouri",38036
0500000US29057,"Dade County, Missouri",39979
0500000US29059,"Dallas County, Missouri",41551
0500000US29061,"Daviess County, Missouri",50380
0500000US29063,"DeKalb County, Missouri",50000
0500000US29065,"Dent County, Missouri",39916
0500000US29067,"Douglas County, Missouri",34372
0500000US29069,"Dunklin County, Missouri",34186
0500000US29071,"Franklin County, Missouri",55312
0500000US29073,"Gasconade County, Missouri",53439
0500000US29075,"Gentry County, Missouri",42689
0500000US29077,"Greene County, Missouri",44808
0500000US29079,"Grundy County, Missouri",42574
0500000US29081,"Harrison County, Missouri",40168
0500000US29083,"Henry County, Missouri",43911
0500000US29085,"Hickory County, Missouri",36190
0500000US29087,"Holt County, Missouri",45610
0500000US29089,"Howard County, Missouri",50372
0500000US29091,"Howell County, Missouri",36143
0500000US29093,"Iron County, Missouri",37188
0500000US29095,"Jackson County, Missouri",52805
0500000US29097,"Jasper County, Missouri",46929
0500000US29099,"Jefferson County, Missouri",63030
0500000US29101,"Johnson County, Missouri",53056
0500000US29103,"Knox County, Missouri",40383
0500000US29105,"Laclede County, Missouri",46192
0500000US29107,"Lafayette County, Missouri",54661
0500000US29109,"Lawrence County, Missouri",43373
0500000US29111,"Lewis County, Missouri",47764
0500000US29113,"Lincoln County, Missouri",61628
0500000US29115,"Linn County, Missouri",43642
0500000US29117,"Livingston County, Missouri",47885
0500000US29119,"McDonald County, Missouri",42019
0500000US29121,"Macon County, Missouri",40007
0500000US29123,"Madison County, Missouri",41322
0500000US29125,"Maries County, Missouri",44436
0500000US29127,"Marion County, Missouri",46762
0500000US29129,"Mercer County, Missouri",44085
0500000US29131,"Miller County, Missouri",42718
0500000US29133,"Mississippi County, Missouri",32846
0500000US29135,"Moniteau County, Missouri",54828
0500000US29137,"Monroe County, Missouri",43973
0500000US29139,"Montgomery County, Missouri",45862
0500000US29141,"Morgan County, Missouri",37727
0500000US29143,"New Madrid County, Missouri",35399
0500000US29145,"Newton County, Missouri",49023
0500000US29147,"Nodaway County, Missouri",43349
0500000US29149,"Oregon County, Missouri",32534
0500000US29151,"Osage County, Missouri",58476
0500000US29153,"Ozark County, Missouri",32601
0500000US29155,"Pemiscot County, Missouri",33390
0500000US29157,"Perry County, Missouri",54964
0500000US29159,"Pettis County, Missouri",44382
0500000US29161,"Phelps County, Missouri",42846
0500000US29163,"Pike County, Missouri",45753
0500000US29165,"Platte County, Missouri",76912
0500000US29167,"Polk County, Missouri",44892
0500000US29169,"Pulaski County, Missouri",51665
0500000US29171,"Putnam County, Missouri",37367
0500000US29173,"Ralls County, Missouri",55546
0500000US29175,"Randolph County, Missouri",46610
0500000US29177,"Ray County, Missouri",59857
0500000US29179,"Reynolds County, Missouri",40929
0500000US29181,"Ripley County, Missouri",33343
0500000US29183,"St. Charles County, Missouri",81411
0500000US29185,"St. Clair County, Missouri",38470
0500000US29186,"Ste. Genevieve County, Missouri",56234
0500000US29187,"St. Francois County, Missouri",45774
0500000US29189,"St. Louis County, Missouri",65300
0500000US29195,"Saline County, Missouri",43201
0500000US29197,"Schuyler County, Missouri",39697
0500000US29199,"Scotland County, Missouri",42965
0500000US29201,"Scott County, Missouri",42231
0500000US29203,"Shannon County, Missouri",32180
0500000US29205,"Shelby County, Missouri",44051
0500000US29207,"Stoddard County, Missouri",40567
0500000US29209,"Stone County, Missouri",46443
0500000US29211,"Sullivan County, Missouri",42604
0500000US29213,"Taney County, Missouri",41487
0500000US29215,"Texas County, Missouri",35277
0500000US29217,"Vernon County, Missouri",43379
0500000US29219,"Warren County, Missouri",57948
0500000US29221,"Washington County, Missouri",39621
0500000US29223,"Wayne County, Missouri",34391
0500000US29225,"Webster County, Missouri",47421
0500000US29227,"Worth County, Missouri",52500
0500000US29229,"Wright County, Missouri",32752
0500000US29510,"St. Louis city, Missouri",41107
0500000US30001,"Beaverhead County, Montana",44809
0500000US30003,"Big Horn County, Montana",46365
0500000US30005,"Blaine County, Montana",38083
0500000US30007,"Broadwater County, Montana",56469
0500000US30009,"Carbon County, Montana",57538
0500000US30011,"Carter County, Montana",44196
0500000US30013,"Cascade County, Montana",48160
0500000US30015,"Chouteau County, Montana",40942
0500000US30017,"Custer County, Montana",55841
0500000US30019,"Daniels County, Montana",54750
0500000US30021,"Dawson County, Montana",59820
0500000US30023,"Deer Lodge County, Montana",41783
0500000US30025,"Fallon County, Montana",60750
0500000US30027,"Fergus County, Montana",50327
0500000US30029,"Flathead County, Montana",52966
0500000US30031,"Gallatin County, Montana",61499
0500000US30033,"Garfield County, Montana",45893
0500000US30035,"Glacier County, Montana",31029
0500000US30037,"Golden Valley County, Montana",39952
0500000US30039,"Granite County, Montana",48958
0500000US30041,"Hill County, Montana",47141
0500000US30043,"Jefferson County, Montana",66867
0500000US30045,"Judith Basin County, Montana",45764
0500000US30047,"Lake County, Montana",45488
0500000US30049,"Lewis and Clark County, Montana",62130
0500000US30051,"Liberty County, Montana",47419
0500000US30053,"Lincoln County, Montana",38287
0500000US30055,"McCone County, Montana",47500
0500000US30057,"Madison County, Montana",50247
0500000US30059,"Meagher County, Montana",43109
0500000US30061,"Mineral County, Montana",41905
0500000US30063,"Missoula County, Montana",51270
0500000US30065,"Musselshell County, Montana",41612
0500000US30067,"Park County, Montana",49194
0500000US30069,"Petroleum County, Montana",44688
0500000US30071,"Phillips County, Montana",46222
0500000US30073,"Pondera County, Montana",45458
0500000US30075,"Powder River County, Montana",52457
0500000US30077,"Powell County, Montana",49652
0500000US30079,"Prairie County, Montana",47250
0500000US30081,"Ravalli County, Montana",48930
0500000US30083,"Richland County, Montana",67272
0500000US30085,"Roosevelt County, Montana",42904
0500000US30087,"Rosebud County, Montana",56549
0500000US30089,"Sanders County, Montana",36984
0500000US30091,"Sheridan County, Montana",54321
0500000US30093,"Silver Bow County, Montana",42237
0500000US30095,"Stillwater County, Montana",63785
0500000US30097,"Sweet Grass County, Montana",49514
0500000US30099,"Teton County, Montana",51862
0500000US30101,"Toole County, Montana",46823
0500000US30103,"Treasure County, Montana",42292
0500000US30105,"Valley County, Montana",55882
0500000US30107,"Wheatland County, Montana",41186
0500000US30109,"Wibaux County, Montana",50202
0500000US30111,"Yellowstone County, Montana",59117
0500000US31001,"Adams County, Nebraska",51536
0500000US31003,"Antelope County, Nebraska",48716
0500000US31005,"Arthur County, Nebraska",43854
0500000US31007,"Banner County, Nebraska",59625
0500000US31009,"Blaine County, Nebraska",50870
0500000US31011,"Boone County, Nebraska",54063
0500000US31013,"Box Butte County, Nebraska",56412
0500000US31015,"Boyd County, Nebraska",50729
0500000US31017,"Brown County, Nebraska",41550
0500000US31019,"Buffalo County, Nebraska",56952
0500000US31021,"Burt County, Nebraska",51482
0500000US31023,"Butler County, Nebraska",55562
0500000US31025,"Cass County, Nebraska",71139
0500000US31027,"Cedar County, Nebraska",58978
0500000US31029,"Chase County, Nebraska",55833
0500000US31031,"Cherry County, Nebraska",53684
0500000US31033,"Cheyenne County, Nebraska",56538
0500000US31035,"Clay County, Nebraska",56316
0500000US31037,"Colfax County, Nebraska",56528
0500000US31039,"Cuming County, Nebraska",55190
0500000US31041,"Custer County, Nebraska",49891
0500000US31043,"Dakota County, Nebraska",55017
0500000US31045,"Dawes County, Nebraska",51748
0500000US31047,"Dawson County, Nebraska",53769
0500000US31049,"Deuel County, Nebraska",48500
0500000US31051,"Dixon County, Nebraska",56775
0500000US31053,"Dodge County, Nebraska",53101
0500000US31055,"Douglas County, Nebraska",61688
0500000US31057,"Dundy County, Nebraska",44350
0500000US31059,"Fillmore County, Nebraska",55625
0500000US31061,"Franklin County, Nebraska",49235
0500000US31063,"Frontier County, Nebraska",51855
0500000US31065,"Furnas County, Nebraska",47989
0500000US31067,"Gage County, Nebraska",51662
0500000US31069,"Garden County, Nebraska",44471
0500000US31071,"Garfield County, Nebraska",48545
0500000US31073,"Gosper County, Nebraska",62545
0500000US31075,"Grant County, Nebraska",39479
0500000US31077,"Greeley County, Nebraska",47128
0500000US31079,"Hall County, Nebraska",54742
0500000US31081,"Hamilton County, Nebraska",64042
0500000US31083,"Harlan County, Nebraska",50344
0500000US31085,"Hayes County, Nebraska",45515
0500000US31087,"Hitchcock County, Nebraska",42902
0500000US31089,"Holt County, Nebraska",57468
0500000US31091,"Hooker County, Nebraska",39115
0500000US31093,"Howard County, Nebraska",54399
0500000US31095,"Jefferson County, Nebraska",43295
0500000US31097,"Johnson County, Nebraska",52794
0500000US31099,"Kearney County, Nebraska",56952
0500000US31101,"Keith County, Nebraska",48901
0500000US31103,"Keya Paha County, Nebraska",49688
0500000US31105,"Kimball County, Nebraska",43856
0500000US31107,"Knox County, Nebraska",49752
0500000US31109,"Lancaster County, Nebraska",58009
0500000US31111,"Lincoln County, Nebraska",56794
0500000US31113,"Logan County, Nebraska",51607
0500000US31115,"Loup County, Nebraska",53125
0500000US31117,"McPherson County, Nebraska",48882
0500000US31119,"Madison County, Nebraska",52857
0500000US31121,"Merrick County, Nebraska",54197
0500000US31123,"Morrill County, Nebraska",45121
0500000US31125,"Nance County, Nebraska",45833
0500000US31127,"Nemaha County, Nebraska",51922
0500000US31129,"Nuckolls County, Nebraska",42049
0500000US31131,"Otoe County, Nebraska",54828
0500000US31133,"Pawnee County, Nebraska",46314
0500000US31135,"Perkins County, Nebraska",62469
0500000US31137,"Phelps County, Nebraska",57241
0500000US31139,"Pierce County, Nebraska",56620
0500000US31141,"Platte County, Nebraska",62617
0500000US31143,"Polk County, Nebraska",61962
0500000US31145,"Red Willow County, Nebraska",46859
0500000US31147,"Richardson County, Nebraska",48096
0500000US31149,"Rock County, Nebraska",52604
0500000US31151,"Saline County, Nebraska",51143
0500000US31153,"Sarpy County, Nebraska",79549
0500000US31155,"Saunders County, Nebraska",66718
0500000US31157,"Scotts Bluff County, Nebraska",50157
0500000US31159,"Seward County, Nebraska",67591
0500000US31161,"Sheridan County, Nebraska",41719
0500000US31163,"Sherman County, Nebraska",51172
0500000US31165,"Sioux County, Nebraska",46875
0500000US31167,"Stanton County, Nebraska",62687
0500000US31169,"Thayer County, Nebraska",50734
0500000US31171,"Thomas County, Nebraska",50682
0500000US31173,"Thurston County, Nebraska",48149
0500000US31175,"Valley County, Nebraska",55170
0500000US31177,"Washington County, Nebraska",70753
0500000US31179,"Wayne County, Nebraska",62623
0500000US31181,"Webster County, Nebraska",42298
0500000US31183,"Wheeler County, Nebraska",52083
0500000US31185,"York County, Nebraska",59779
0500000US32001,"Churchill County, Nevada",51514
0500000US32003,"Clark County, Nevada",56802
0500000US32005,"Douglas County, Nevada",62503
0500000US32007,"Elko County, Nevada",77209
0500000US32009,"Esmeralda County, Nevada",40000
0500000US32011,"Eureka County, Nevada",77625
0500000US32013,"Humboldt County, Nevada",70373
0500000US32015,"Lander County, Nevada",93583
0500000US32017,"Lincoln County, Nevada",56414
0500000US32019,"Lyon County, Nevada",55493
0500000US32021,"Mineral County, Nevada",41163
0500000US32023,"Nye County, Nevada",45711
0500000US32027,"Pershing County, Nevada",50846
0500000US32029,"Storey County, Nevada",62284
0500000US32031,"Washoe County, Nevada",61155
0500000US32033,"White Pine County, Nevada",62993
0500000US32510,"Carson City, Nevada",52034
0500000US33001,"Belknap County, New Hampshire",68368
0500000US33003,"Carroll County, New Hampshire",61116
0500000US33005,"Cheshire County, New Hampshire",63057
0500000US33007,"Coos County, New Hampshire",45696
0500000US33009,"Grafton County, New Hampshire",63153
0500000US33011,"Hillsborough County, New Hampshire",78655
0500000US33013,"Merrimack County, New Hampshire",72478
0500000US33015,"Rockingham County, New Hampshire",90429
0500000US33017,"Strafford County, New Hampshire",70650
0500000US33019,"Sullivan County, New Hampshire",60780
0500000US34001,"Atlantic County, New Jersey",59989
0500000US34003,"Bergen County, New Jersey",95837
0500000US34005,"Burlington County, New Jersey",84992
0500000US34007,"Camden County, New Jersey",67118
0500000US34009,"Cape May County, New Jersey",63690
0500000US34011,"Cumberland County, New Jersey",52593
0500000US34013,"Essex County, New Jersey",59302
0500000US34015,"Gloucester County, New Jersey",85160
0500000US34017,"Hudson County, New Jersey",66289
0500000US34019,"Hunterdon County, New Jersey",112535
0500000US34021,"Mercer County, New Jersey",79990
0500000US34023,"Middlesex County, New Jersey",85954
0500000US34025,"Monmouth County, New Jersey",95699
0500000US34027,"Morris County, New Jersey",111316
0500000US34029,"Ocean County, New Jersey",68021
0500000US34031,"Passaic County, New Jersey",66476
0500000US34033,"Salem County, New Jersey",64309
0500000US34035,"Somerset County, New Jersey",111772
0500000US34037,"Sussex County, New Jersey",90520
0500000US34039,"Union County, New Jersey",77095
0500000US34041,"Warren County, New Jersey",78145
0500000US35001,"Bernalillo County, New Mexico",51643
0500000US35003,"Catron County, New Mexico",42480
0500000US35005,"Chaves County, New Mexico",43197
0500000US35006,"Cibola County, New Mexico",37368
0500000US35007,"Colfax County, New Mexico",33783
0500000US35009,"Curry County, New Mexico",46182
0500000US35011,"De Baca County, New Mexico",31028
0500000US35013,"Do�a Ana County, New Mexico",39164
0500000US35015,"Eddy County, New Mexico",62982
0500000US35017,"Grant County, New Mexico",37880
0500000US35019,"Guadalupe County, New Mexico",24085
0500000US35021,"Harding County, New Mexico",30875
0500000US35023,"Hidalgo County, New Mexico",36339
0500000US35025,"Lea County, New Mexico",59797
0500000US35027,"Lincoln County, New Mexico",42267
0500000US35028,"Los Alamos County, New Mexico",115248
0500000US35029,"Luna County, New Mexico",27377
0500000US35031,"McKinley County, New Mexico",31674
0500000US35033,"Mora County, New Mexico",26968
0500000US35035,"Otero County, New Mexico",42752
0500000US35037,"Quay County, New Mexico",27075
0500000US35039,"Rio Arriba County, New Mexico",null
0500000US35041,"Roosevelt County, New Mexico",40775
0500000US35043,"Sandoval County, New Mexico",59420
0500000US35045,"San Juan County, New Mexico",50582
0500000US35047,"San Miguel County, New Mexico",31660
0500000US35049,"Santa Fe County, New Mexico",59192
0500000US35051,"Sierra County, New Mexico",30451
0500000US35053,"Socorro County, New Mexico",36146
0500000US35055,"Taos County, New Mexico",36758
0500000US35057,"Torrance County, New Mexico",37218
0500000US35059,"Union County, New Mexico",37936
0500000US35061,"Valencia County, New Mexico",45084
0500000US36001,"Albany County, New York",64535
0500000US36003,"Allegany County, New York",47033
0500000US36005,"Bronx County, New York",38085
0500000US36007,"Broome County, New York",50859
0500000US36009,"Cattaraugus County, New York",47240
0500000US36011,"Cayuga County, New York",56579
0500000US36013,"Chautauqua County, New York",45332
0500000US36015,"Chemung County, New York",53299
0500000US36017,"Chenango County, New York",50595
0500000US36019,"Clinton County, New York",55178
0500000US36021,"Columbia County, New York",63032
0500000US36023,"Cortland County, New York",54489
0500000US36025,"Delaware County, New York",48827
0500000US36027,"Dutchess County, New York",78028
0500000US36029,"Erie County, New York",55673
0500000US36031,"Essex County, New York",56196
0500000US36033,"Franklin County, New York",51696
0500000US36035,"Fulton County, New York",50248
0500000US36037,"Genesee County, New York",59338
0500000US36039,"Greene County, New York",53617
0500000US36041,"Hamilton County, New York",57552
0500000US36043,"Herkimer County, New York",51862
0500000US36045,"Jefferson County, New York",52268
0500000US36047,"Kings County, New York",56015
0500000US36049,"Lewis County, New York",52380
0500000US36051,"Livingston County, New York",56071
0500000US36053,"Madison County, New York",60228
0500000US36055,"Monroe County, New York",57479
0500000US36057,"Montgomery County, New York",45837
0500000US36059,"Nassau County, New York",111240
0500000US36061,"New York County, New York",82459
0500000US36063,"Niagara County, New York",54085
0500000US36065,"Oneida County, New York",53844
0500000US36067,"Onondaga County, New York",59225
0500000US36069,"Ontario County, New York",63359
0500000US36071,"Orange County, New York",76716
0500000US36073,"Orleans County, New York",51843
0500000US36075,"Oswego County, New York",53597
0500000US36077,"Otsego County, New York",53121
0500000US36079,"Putnam County, New York",102186
0500000US36081,"Queens County, New York",64987
0500000US36083,"Rensselaer County, New York",65851
